name,param,Sharpe_train,Sharpe_test,Gap_Sharpe,Sortino_train,Sortino_test,Gap_Sortino,MaxDD_train,MaxDD_test,Gap_MaxDD,AvgDD_train,AvgDD_test,Gap_AvgDD
10th,42,0.19033048868121077,-0.13238004417628332,-0.32271053285749407,0.28099837168629743,-0.17231217685730302,-0.4533105485436004,-32.50653927429755,-28.378724241764676,4.127815032532876,-8.260129266015479,-12.912542562320409,-4.65241329630493
20th,78,0.00383632858136799,0.15774467403724912,0.15390834545588114,0.005713950075726059,0.2137787469644712,0.20806479688874513,-51.51859736572949,-19.967560127263084,31.551037238466407,-13.087998953792484,-5.710545111491305,7.377453842301179
30th,114,0.3220334882696125,0.12657786220822526,-0.19545562606138722,0.4798487098754762,0.17095711319034837,-0.3088915966851278,-26.670325521031135,-22.949655854508887,3.720669666522248,-8.704929922515321,-8.326144735830075,0.37878518668524563
40th,151,0.2939153137059949,0.2339143575755192,-0.06000095613047568,0.4337189657045579,0.320279510719171,-0.11343945498538693,-21.888305966193677,-26.06726016134764,-4.178954195153963,-8.519769654673485,-8.906575499133536,-0.38680584446005106
50th,190,0.31478621365783793,0.2462705745905188,-0.06851563906731914,0.4654289860055165,0.3482209059474614,-0.11720808005805511,-19.32943997899148,-22.748386044593417,-3.4189460656019364,-7.276763210042136,-10.110570199230882,-2.833806989188745
60th,229,0.5028582032908396,0.49166026595887474,-0.011197937331964891,0.7584007730367501,0.6855056083526065,-0.07289516468414359,-22.740437068470275,-16.985567242933865,5.75486982553641,-7.208722119506095,-6.731912790699327,0.47680932880676785
70th,262,0.39444640319897367,0.4397536126050585,0.04530720940608485,0.5867883552828035,0.6240910062528835,0.03730265097008001,-26.748507230525508,-19.388689514358838,7.3598177161666705,-8.14127409660405,-8.61018464393872,-0.4689105473346693
80th,306,0.2669331121997652,-0.12430456283863468,-0.39123767503839985,0.3947032884388068,-0.1668526224323443,-0.5615559108711511,-37.51180434061663,-20.631595197387355,16.880209143229273,-9.64990595929563,-9.975787185617476,-0.3258812263218456
90th,343,0.2090701239854505,0.5206451045839793,0.3115749805985288,0.30908358554321275,0.7174680014046714,0.4083844158614586,-36.60606212488218,-15.08289839069371,21.52316373418847,-10.18932065134623,-6.13430947219433,4.055011179151901
max,375,0.23268587151517361,0.1519969365227333,-0.08068893499244031,0.3411740082761658,0.2146572687962614,-0.12651673947990438,-32.22222581088926,-18.675135151259337,13.547090659629927,-10.629453624576433,-8.247861778535642,2.3815918460407914
ERM_max,244,0.665115035900037,0.7490237308087357,0.08390869490869879,0.9849075965251751,1.063053585764287,0.07814598923911198,-20.128096647926597,-13.570855584097385,6.557241063829212,-6.237842688072538,-6.030242483633759,0.20760020443877902
